League,MatchDate,HomeTeam,AwayTeam,FullTimeHomeGoals,FullTimeAwayGoals,FullTimeResult,HomeShots,AwayShots,HomeCorners,AwayCorners,Bet365HomeOdds,Bet365DrawOdds,Bet365AwayOdds,AvgHomeOdds,AvgDrawOdds,AvgAwayOdds
I1,2021-10-24,Verona,Lazio,4,1,H,16,9,3,4,3.1,3.6,2.2,3.1,3.58,2.24
I1,2021-10-24,Roma,Napoli,0,0,D,13,11,7,4,2.87,3.5,2.4,2.86,3.51,2.43
I1,2021-10-24,Inter,Juventus,1,1,D,10,16,5,2,2.05,3.6,3.4,2.12,3.6,3.37
I1,2021-10-26,Spezia,Genoa,1,1,D,13,9,3,3,2.3,3.5,3.0,2.37,3.49,2.96
I1,2021-10-26,Venezia,Salernitana,1,2,A,8,21,4,5,1.95,3.4,4.0,1.98,3.44,4.0
I1,2021-10-26,Milan,Torino,1,0,H,10,12,2,5,1.6,4.0,5.5,1.64,3.94,5.47
I1,2021-10-27,Juventus,Sassuolo,1,2,A,14,8,4,4,1.44,4.75,6.5,1.44,4.84,6.83
I1,2021-10-27,Sampdoria,Atalanta,1,3,A,8,13,3,3,4.33,4.2,1.72,4.36,4.1,1.74
I1,2021-10-27,Udinese,Verona,1,1,D,16,5,7,4,2.4,3.4,2.9,2.47,3.3,2.93
I1,2021-10-27,Cagliari,Roma,1,2,A,7,22,2,10,5.0,4.2,1.61,4.94,4.18,1.65
I1,2021-10-27,Empoli,Inter,0,2,A,9,21,5,6,5.75,4.75,1.5,5.94,4.76,1.5
I1,2021-10-27,Lazio,Fiorentina,1,0,H,5,9,3,6,1.95,3.6,3.75,1.95,3.65,3.85
I1,2021-10-28,Napoli,Bologna,3,0,H,18,8,4,2,1.3,5.5,9.5,1.34,5.36,8.58
I1,2021-10-30,Atalanta,Lazio,2,2,D,17,8,6,2,1.9,3.8,3.8,1.93,3.89,3.68
I1,2021-10-30,Verona,Juventus,2,1,H,12,15,4,1,4.0,3.8,1.85,4.06,3.74,1.87
I1,2021-10-30,Torino,Sampdoria,3,0,H,16,5,4,5,1.9,3.75,3.8,1.92,3.67,3.93
I1,2021-10-31,Inter,Udinese,2,0,H,15,9,6,4,1.36,5.0,8.5,1.34,5.06,9.38
I1,2021-10-31,Fiorentina,Spezia,3,0,H,27,3,7,4,1.53,4.5,5.75,1.54,4.36,5.82
I1,2021-10-31,Genoa,Venezia,0,0,D,19,6,12,4,2.05,3.4,3.75,2.04,3.5,3.67
I1,2021-10-31,Sassuolo,Empoli,1,2,A,15,14,4,6,1.75,4.1,4.2,1.76,4.08,4.27
I1,2021-10-31,Salernitana,Napoli,0,1,A,9,18,4,4,10.0,5.5,1.3,9.93,5.46,1.31
I1,2021-10-31,Roma,Milan,1,2,A,24,8,6,2,2.3,3.5,3.0,2.33,3.52,2.96
I1,2021-11-01,Bologna,Cagliari,2,0,H,8,9,5,2,1.8,3.6,4.5,1.83,3.69,4.36
I1,2021-11-05,Empoli,Genoa,2,2,D,10,15,4,5,2.1,3.75,3.2,2.13,3.68,3.3
I1,2021-11-06,Spezia,Torino,1,0,H,7,9,2,3,3.6,3.6,2.0,3.56,3.56,2.07
I1,2021-11-06,Juventus,Fiorentina,1,0,H,13,6,5,5,1.57,4.2,5.5,1.62,4.02,5.59
I1,2021-11-06,Cagliari,Atalanta,1,2,A,7,21,2,7,6.0,4.5,1.5,6.09,4.53,1.51
I1,2021-11-07,Venezia,Roma,3,2,H,13,27,4,11,5.75,4.5,1.53,5.89,4.41,1.54
I1,2021-11-07,Sampdoria,Bologna,1,2,A,10,14,6,5,2.37,3.6,2.87,2.4,3.53,2.9
I1,2021-11-07,Udinese,Sassuolo,3,2,H,13,10,1,5,2.4,3.5,2.8,2.39,3.49,2.92
I1,2021-11-07,Lazio,Salernitana,3,0,H,16,5,5,1,1.3,5.5,9.5,1.31,5.6,9.32
I1,2021-11-07,Napoli,Verona,1,1,D,16,11,3,2,1.36,5.0,8.0,1.39,4.95,7.84
I1,2021-11-07,Milan,Inter,1,1,D,16,13,4,8,3.25,3.5,2.15,3.14,3.6,2.22
I1,2021-11-20,Atalanta,Spezia,5,2,H,18,10,0,6,1.25,6.5,9.5,1.26,6.48,10.39
I1,2021-11-20,Lazio,Juventus,0,2,A,8,11,3,2,3.0,3.4,2.35,3.04,3.41,2.35
I1,2021-11-20,Fiorentina,Milan,4,3,H,9,17,5,6,3.1,3.5,2.25,3.16,3.48,2.26
I1,2021-11-21,Sassuolo,Cagliari,2,2,D,20,11,6,5,1.6,4.2,5.25,1.65,4.23,4.95
I1,2021-11-21,Bologna,Venezia,0,1,A,22,8,17,0,1.61,4.0,5.5,1.64,4.05,5.27
I1,2021-11-21,Salernitana,Sampdoria,0,2,A,18,13,13,3,3.1,3.25,2.37,3.07,3.29,2.41
I1,2021-11-21,Inter,Napoli,3,2,H,17,9,4,1,2.2,3.5,3.25,2.25,3.45,3.22
I1,2021-11-21,Genoa,Roma,0,2,A,1,19,1,2,4.75,3.9,1.7,4.74,4.09,1.69
I1,2021-11-22,Verona,Empoli,2,1,H,22,9,1,3,1.7,4.0,4.5,1.76,3.99,4.39
I1,2021-11-22,Torino,Udinese,2,1,H,14,18,4,7,2.05,3.4,3.7,2.09,3.32,3.74
I1,2021-11-26,Cagliari,Salernitana,1,1,D,19,8,7,6,1.83,3.6,4.33,1.85,3.53,4.49
I1,2021-11-27,Empoli,Fiorentina,2,1,H,17,16,8,5,3.4,3.4,2.15,3.49,3.57,2.09
I1,2021-11-27,Sampdoria,Verona,3,1,H,15,14,4,5,2.9,3.5,2.37,2.88,3.36,2.49
I1,2021-11-27,Juventus,Atalanta,0,1,A,15,7,6,4,2.2,3.5,3.25,2.18,3.49,3.33
I1,2021-11-27,Venezia,Inter,0,2,A,6,27,3,9,8.0,5.0,1.36,8.18,4.84,1.39
I1,2021-11-28,Udinese,Genoa,0,0,D,17,8,8,1,1.75,3.6,4.75,1.81,3.56,4.66
I1,2021-11-28,Milan,Sassuolo,1,3,A,15,15,7,6,1.53,4.5,5.5,1.57,4.4,5.37
I1,2021-11-28,Spezia,Bologna,0,1,A,13,17,3,6,3.0,3.5,2.3,3.05,3.44,2.31
I1,2021-11-28,Roma,Torino,1,0,H,10,17,2,9,1.72,4.0,4.5,1.71,3.98,4.69
I1,2021-11-28,Napoli,Lazio,4,0,H,18,6,1,3,1.8,3.8,4.33,1.8,3.79,4.33
I1,2021-11-30,Atalanta,Venezia,4,0,H,19,8,4,2,1.22,6.0,12.0,1.24,6.25,12.62
I1,2021-11-30,Fiorentina,Sampdoria,3,1,H,17,11,3,6,1.7,3.8,5.0,1.72,3.81,5.03
I1,2021-11-30,Salernitana,Juventus,0,2,A,4,18,4,4,9.5,5.5,1.3,9.65,5.23,1.33
I1,2021-11-30,Verona,Cagliari,0,0,D,15,12,11,1,1.61,4.0,5.25,1.66,4.08,5.01
I1,2021-12-01,Bologna,Roma,1,0,H,6,13,3,3,3.1,3.6,2.2,3.07,3.54,2.27
I1,2021-12-01,Inter,Spezia,2,0,H,31,7,11,1,1.18,7.5,13.0,1.19,7.34,14.11
I1,2021-12-01,Genoa,Milan,0,3,A,10,18,2,6,5.0,4.0,1.66,5.16,4.13,1.63
I1,2021-12-01,Sassuolo,Napoli,2,2,D,9,9,5,4,4.0,3.9,1.8,3.98,3.86,1.86
I1,2021-12-02,Torino,Empoli,2,2,D,10,16,1,11,1.72,3.8,4.75,1.77,3.7,4.69
I1,2021-12-02,Lazio,Udinese,4,4,D,13,12,5,4,1.66,3.8,5.25,1.67,3.96,5.05
I1,2021-12-04,Milan,Salernitana,2,0,H,22,7,9,5,1.18,7.0,15.0,1.21,6.86,13.9
I1,2021-12-04,Roma,Inter,0,3,A,9,10,4,4,3.8,3.8,1.9,3.77,3.67,1.98
I1,2021-12-04,Napoli,Atalanta,2,3,A,15,21,6,7,2.45,3.5,2.8,2.48,3.52,2.8
I1,2021-12-05,Bologna,Fiorentina,2,3,A,8,6,0,2,2.87,3.3,2.5,2.83,3.26,2.58
I1,2021-12-05,Spezia,Sassuolo,2,2,D,9,20,2,5,3.3,3.75,2.05,3.32,3.76,2.09
I1,2021-12-05,Venezia,Verona,3,4,A,9,16,1,6,3.6,3.5,2.0,3.66,3.44,2.07
I1,2021-12-05,Sampdoria,Lazio,1,3,A,18,6,7,0,3.5,3.6,2.05,3.38,3.65,2.09
I1,2021-12-05,Juventus,Genoa,2,0,H,27,0,5,1,1.25,6.0,12.0,1.25,5.91,12.41
I1,2021-12-06,Empoli,Udinese,3,1,H,22,19,8,6,2.6,3.25,2.8,2.59,3.39,2.72
I1,2021-12-06,Cagliari,Torino,1,1,D,15,8,5,2,3.5,3.2,2.25,3.23,3.26,2.32
I1,2021-12-10,Genoa,Sampdoria,1,3,A,12,14,8,3,3.2,3.3,2.25,3.27,3.18,2.37
I1,2021-12-11,Fiorentina,Salernitana,4,0,H,17,11,1,3,1.3,5.5,9.5,1.32,5.41,9.59
I1,2021-12-11,Venezia,Juventus,1,1,D,13,20,3,11,9.0,4.75,1.36,8.54,4.8,1.39
I1,2021-12-11,Udinese,Milan,1,1,D,11,12,3,5,4.2,3.5,1.9,4.23,3.58,1.9
I1,2021-12-12,Torino,Bologna,2,1,H,16,8,5,0,2.2,3.25,3.5,2.28,3.23,3.37
I1,2021-12-12,Verona,Atalanta,1,2,A,19,14,6,6,3.8,3.8,1.9,3.74,3.9,1.92
I1,2021-12-12,Napoli,Empoli,0,1,A,30,12,10,3,1.33,5.0,10.0,1.36,5.26,8.4
I1,2021-12-12,Sassuolo,Lazio,2,1,H,17,6,6,0,2.7,3.5,2.5,2.67,3.55,2.56
I1,2021-12-12,Inter,Cagliari,4,0,H,24,5,9,0,1.16,8.0,15.0,1.18,7.45,15.53
I1,2021-12-13,Roma,Spezia,2,0,H,12,8,9,4,1.4,5.0,7.5,1.41,4.89,7.33
I1,2021-12-17,Lazio,Genoa,3,1,H,11,4,5,2,1.53,4.33,6.0,1.54,4.21,6.5
I1,2021-12-17,Salernitana,Inter,0,5,A,10,23,3,10,15.0,8.0,1.16,16.81,7.85,1.17
I1,2021-12-18,Atalanta,Roma,1,4,A,17,8,10,0,1.7,4.33,4.33,1.69,4.25,4.58
I1,2021-12-18,Bologna,Juventus,0,2,A,11,11,8,4,4.1,3.7,1.83,4.18,3.62,1.89
I1,2021-12-18,Cagliari,Udinese,0,4,A,5,10,4,2,3.0,3.25,2.4,3.01,3.3,2.45
I1,2021-12-19,Fiorentina,Sassuolo,2,2,D,23,8,9,3,1.85,3.8,3.9,1.89,3.84,3.93
I1,2021-12-19,Spezia,Empoli,1,1,D,9,22,3,5,2.62,3.75,2.45,2.65,3.65,2.53
I1,2021-12-19,Sampdoria,Venezia,1,1,D,18,12,4,3,1.8,3.8,4.33,1.79,3.76,4.55
I1,2021-12-19,Torino,Verona,1,0,H,8,8,5,3,2.2,3.4,3.3,2.23,3.37,3.34
I1,2021-12-19,Milan,Napoli,0,1,A,12,11,5,5,2.25,3.5,3.1,2.28,3.53,3.1
I1,2021-12-21,Genoa,Atalanta,0,0,D,1,17,3,8,7.5,5.25,1.36,7.66,5.03,1.41
I1,2021-12-21,Juventus,Cagliari,2,0,H,15,6,7,1,1.18,6.5,17.0,1.2,6.61,17.1
I1,2021-12-22,Sassuolo,Bologna,0,3,A,13,9,5,5,2.0,3.6,3.6,2.03,3.68,3.55
I1,2021-12-22,Venezia,Lazio,1,3,A,11,7,4,4,4.2,3.6,1.85,4.13,3.63,1.9
I1,2021-12-22,Inter,Torino,1,0,H,14,12,7,4,1.3,5.5,10.0,1.33,5.41,9.5
I1,2021-12-22,Roma,Sampdoria,1,1,D,15,10,10,2,1.55,4.33,5.5,1.57,4.32,5.62
I1,2021-12-22,Verona,Fiorentina,1,1,D,7,11,3,8,2.9,3.5,2.37,2.89,3.45,2.43
I1,2021-12-22,Empoli,Milan,2,4,A,16,18,7,3,4.5,3.9,1.75,4.46,3.99,1.76
I1,2021-12-22,Napoli,Spezia,0,1,A,25,8,10,5,1.22,6.5,12.0,1.25,6.27,12.17
I1,2022-01-06,Sampdoria,Cagliari,1,2,A,4,15,0,5,1.85,3.75,4.0,1.84,3.72,4.24
I1,2022-01-06,Lazio,Empoli,3,3,D,23,11,9,2,1.6,4.4,5.0,1.61,4.43,4.99
I1,2022-01-06,Spezia,Verona,1,2,A,9,22,6,7,3.5,3.5,2.05,3.56,3.54,2.07
I1,2022-01-06,Sassuolo,Genoa,1,1,D,28,4,7,4,1.57,4.33,5.25,1.61,4.28,5.2
I1,2022-01-06,Milan,Roma,3,1,H,19,11,3,9,1.9,3.7,3.8,1.98,3.67,3.71
I1,2022-01-06,Juventus,Napoli,1,1,D,22,16,4,3,1.9,3.6,4.0,1.96,3.52,3.96
I1,2022-01-09,Empoli,Sassuolo,1,5,A,15,25,5,5,2.5,3.8,2.55,2.53,3.84,2.55
I1,2022-01-09,Venezia,Milan,0,3,A,9,18,1,7,6.0,4.0,1.57,5.89,4.1,1.58
I1,2022-01-09,Napoli,Sampdoria,1,0,H,22,10,13,0,1.4,5.0,7.5,1.45,4.67,6.77
I1,2022-01-09,Udinese,Atalanta,2,6,A,8,21,2,5,3.5,3.6,2.05,3.49,3.52,2.09
I1,2022-01-09,Genoa,Spezia,0,1,A,15,17,7,4,2.1,3.3,3.6,2.19,3.3,3.45
I1,2022-01-09,Roma,Juventus,3,4,A,19,14,8,1,3.3,3.5,2.15,3.29,3.44,2.2
I1,2022-01-09,Inter,Lazio,2,1,H,17,5,4,3,1.4,5.0,7.0,1.43,4.83,7.1
I1,2022-01-09,Verona,Salernitana,1,2,A,24,9,17,4,1.36,5.0,8.0,1.38,4.94,8.16
I1,2022-01-10,Torino,Fiorentina,4,0,H,9,10,1,5,0.0,0.0,0.0,0.0,0.0,0.0
I1,2022-01-11,Cagliari,Bologna,2,1,H,13,9,5,5,2.75,3.3,2.55,2.86,3.28,2.57
I1,2022-01-15,Sampdoria,Torino,1,2,A,11,20,3,10,3.0,3.2,2.45,3.03,3.22,2.46
I1,2022-01-15,Salernitana,Lazio,0,3,A,6,15,3,7,7.0,4.5,1.45,7.08,4.56,1.46
I1,2022-01-15,Juventus,Udinese,2,0,H,14,16,7,6,1.4,4.75,7.5,1.39,4.71,8.94
I1,2022-01-16,Sassuolo,Verona,2,4,A,13,21,9,7,2.2,3.5,3.2,2.23,3.59,3.14
I1,2022-01-16,Venezia,Empoli,1,1,D,14,17,6,5,2.62,3.5,2.55,2.72,3.58,2.5
I1,2022-01-16,Roma,Cagliari,1,0,H,15,8,1,1,1.36,5.0,8.5,1.38,4.98,8.32
I1,2022-01-16,Atalanta,Inter,0,0,D,12,11,6,4,2.87,3.75,2.3,2.89,3.75,2.3
I1,2022-01-17,Bologna,Napoli,0,2,A,12,14,1,4,4.0,3.4,1.95,3.94,3.46,1.98
I1,2022-01-17,Milan,Spezia,1,2,A,25,10,10,1,1.33,5.0,9.5,1.32,5.37,9.54
I1,2022-01-17,Fiorentina,Genoa,6,0,H,22,3,4,0,1.45,4.2,7.5,1.45,4.54,7.32
I1,2022-01-21,Verona,Bologna,2,1,H,14,8,7,2,1.95,3.6,3.8,1.97,3.61,3.82
I1,2022-01-22,Genoa,Udinese,0,0,D,10,2,10,4,3.5,3.3,2.15,3.42,3.32,2.21
I1,2022-01-22,Inter,Venezia,2,1,H,24,3,6,0,1.1,9.5,21.0,1.1,10.06,25.09
I1,2022-01-22,Lazio,Atalanta,0,0,D,9,6,4,1,3.2,3.5,2.2,3.15,3.72,2.17
I1,2022-01-23,Cagliari,Fiorentina,1,1,D,12,16,6,4,5.25,4.1,1.61,5.3,4.12,1.62
I1,2022-01-23,Napoli,Salernitana,4,1,H,26,1,10,0,1.14,8.0,17.0,1.15,7.99,17.82
I1,2022-01-23,Spezia,Sampdoria,1,0,H,7,8,2,4,2.7,3.3,2.62,2.77,3.22,2.66
I1,2022-01-23,Torino,Sassuolo,1,1,D,21,6,4,3,2.1,3.6,3.3,2.12,3.55,3.42
I1,2022-01-23,Empoli,Roma,2,4,A,16,16,2,3,4.0,4.2,1.8,4.04,4.08,1.8
I1,2022-01-23,Milan,Juventus,0,0,D,14,8,4,1,2.62,3.3,2.7,2.68,3.23,2.73
I1,2022-02-05,Roma,Genoa,0,0,D,23,10,6,4,1.36,5.5,7.5,1.34,5.29,9.28
I1,2022-02-05,Inter,Milan,1,2,A,11,10,6,4,1.8,3.75,4.5,1.82,3.79,4.36
I1,2022-02-05,Fiorentina,Lazio,0,3,A,9,12,4,3,2.37,3.5,2.9,2.38,3.49,2.97
I1,2022-02-06,Atalanta,Cagliari,1,2,A,10,7,3,1,1.25,6.5,11.0,1.23,6.55,12.32
I1,2022-02-06,Bologna,Empoli,0,0,D,12,15,3,5,2.0,3.6,3.6,2.01,3.69,3.6
I1,2022-02-06,Sampdoria,Sassuolo,4,0,H,11,26,3,9,2.8,3.8,2.3,2.82,3.72,2.38
I1,2022-02-06,Venezia,Napoli,0,2,A,7,16,2,6,7.5,4.75,1.4,7.47,4.7,1.43
I1,2022-02-06,Udinese,Torino,2,0,H,11,5,8,3,3.1,3.3,2.37,3.08,3.25,2.42
I1,2022-02-06,Juventus,Verona,2,0,H,11,13,6,5,1.53,4.33,6.0,1.55,4.29,6.04
I1,2022-02-07,Salernitana,Spezia,2,2,D,9,13,5,6,2.87,3.4,2.5,2.9,3.39,2.46
I1,2022-02-12,Lazio,Bologna,3,0,H,12,11,5,3,1.7,4.0,4.75,1.72,3.98,4.69
I1,2022-02-12,Napoli,Inter,1,1,D,13,8,4,2,2.75,3.4,2.55,2.73,3.47,2.56
I1,2022-02-12,Torino,Venezia,1,2,A,14,5,8,4,1.5,4.2,7.0,1.5,4.26,6.98
I1,2022-02-13,Milan,Sampdoria,1,0,H,15,4,4,0,1.4,4.75,7.5,1.41,4.85,7.58
I1,2022-02-13,Empoli,Cagliari,1,1,D,13,17,6,4,1.95,3.8,3.6,2.0,3.77,3.57
I1,2022-02-13,Genoa,Salernitana,1,1,D,15,12,5,4,1.83,3.75,4.33,1.86,3.63,4.34
I1,2022-02-13,Verona,Udinese,4,0,H,6,21,2,7,1.83,3.6,4.2,1.88,3.57,4.29
I1,2022-02-13,Sassuolo,Roma,2,2,D,12,12,4,3,3.4,3.9,2.0,3.35,3.79,2.07
I1,2022-02-13,Atalanta,Juventus,1,1,D,21,15,8,8,2.8,3.5,2.37,2.88,3.42,2.47
I1,2022-02-14,Spezia,Fiorentina,1,2,A,9,21,4,8,3.75,3.6,1.95,3.82,3.61,1.96
I1,2022-02-18,Juventus,Torino,1,1,D,11,10,7,9,1.57,3.75,6.5,1.64,3.73,6.16
I1,2022-02-19,Sampdoria,Empoli,2,0,H,8,10,3,6,2.2,3.4,3.2,2.21,3.5,3.28
I1,2022-02-19,Roma,Verona,2,2,D,7,5,4,2,1.95,3.75,3.6,1.99,3.67,3.72
I1,2022-02-19,Salernitana,Milan,2,2,D,9,14,4,7,9.0,5.0,1.36,8.93,5.11,1.36
I1,2022-02-20,Fiorentina,Atalanta,1,0,H,6,7,2,1,2.6,3.3,2.7,2.58,3.48,2.71
I1,2022-02-20,Venezia,Genoa,1,1,D,15,12,6,5,2.5,3.2,2.9,2.56,3.23,2.9
I1,2022-02-20,Inter,Sassuolo,0,2,A,29,13,8,3,1.28,6.0,9.0,1.3,5.84,9.43
I1,2022-02-20,Udinese,Lazio,1,1,D,12,10,2,12,2.9,3.3,2.45,2.99,3.33,2.44
I1,2022-02-21,Cagliari,Napoli,1,1,D,13,7,3,6,6.5,4.33,1.5,6.04,4.41,1.53
I1,2022-02-21,Bologna,Spezia,2,1,H,19,6,11,0,1.8,3.8,4.33,1.82,3.71,4.41
I1,2022-02-25,Milan,Udinese,1,1,D,9,11,5,4,1.5,4.0,7.0,1.5,4.26,7.19
I1,2022-02-25,Genoa,Inter,0,0,D,7,21,0,14,9.0,5.25,1.33,9.79,5.31,1.33
I1,2022-02-26,Salernitana,Bologna,1,1,D,15,8,6,1,3.5,3.4,2.15,3.4,3.45,2.18
I1,2022-02-26,Empoli,Juventus,2,3,A,11,12,7,3,5.0,4.0,1.65,5.16,3.98,1.67
I1,2022-02-26,Sassuolo,Fiorentina,2,1,H,16,15,6,10,2.7,3.6,2.45,2.72,3.56,2.52
I1,2022-02-27,Torino,Cagliari,1,2,A,15,11,4,3,1.65,3.8,5.5,1.67,3.68,5.79
I1,2022-02-27,Verona,Venezia,3,1,H,19,9,5,5,1.53,4.0,6.0,1.55,4.19,6.31
I1,2022-02-27,Spezia,Roma,0,1,A,9,31,1,8,4.5,3.6,1.8,4.6,3.75,1.78
I1,2022-02-27,Lazio,Napoli,1,2,A,13,15,1,5,2.75,3.4,2.5,2.9,3.41,2.47
I1,2022-02-28,Atalanta,Sampdoria,4,0,H,19,6,8,1,1.44,5.0,6.5,1.45,4.61,7.0
I1,2022-03-04,Inter,Salernitana,5,0,H,23,11,10,3,1.14,7.5,19.0,1.16,7.94,18.06
I1,2022-03-05,Udinese,Sampdoria,2,1,H,19,8,11,4,1.9,3.4,4.33,1.9,3.49,4.34
I1,2022-03-05,Roma,Atalanta,1,0,H,13,7,6,3,2.55,3.4,2.7,2.61,3.47,2.71
I1,2022-03-05,Cagliari,Lazio,0,3,A,16,13,7,6,3.6,3.2,2.1,3.63,3.41,2.11
I1,2022-03-06,Genoa,Empoli,0,0,D,18,8,7,2,2.5,3.2,2.87,2.52,3.4,2.84
I1,2022-03-06,Bologna,Torino,0,0,D,6,13,5,7,2.8,3.2,2.5,2.81,3.18,2.68
I1,2022-03-06,Fiorentina,Verona,1,1,D,8,2,4,2,1.95,3.5,3.6,2.0,3.59,3.76
I1,2022-03-06,Venezia,Sassuolo,1,4,A,16,16,8,6,3.25,3.4,2.2,3.3,3.45,2.22
I1,2022-03-06,Juventus,Spezia,1,0,H,10,9,4,4,1.22,6.25,13.0,1.25,6.08,13.06
I1,2022-03-06,Napoli,Milan,0,1,A,9,12,6,7,2.05,3.3,3.6,2.14,3.32,3.65
I1,2022-03-12,Salernitana,Sassuolo,2,2,D,15,20,5,5,3.8,4.2,1.8,4.04,4.07,1.82
I1,2022-03-12,Spezia,Cagliari,2,0,H,12,11,8,7,2.62,3.3,2.62,2.76,3.2,2.71
I1,2022-03-12,Sampdoria,Juventus,1,3,A,16,6,9,0,5.5,3.75,1.65,5.39,3.84,1.67
I1,2022-03-12,Milan,Empoli,1,0,H,15,5,5,4,1.36,5.25,7.5,1.36,5.22,8.33
I1,2022-03-13,Fiorentina,Bologna,1,0,H,14,4,9,1,1.61,4.0,5.5,1.65,4.06,5.25
I1,2022-03-13,Verona,Napoli,1,2,A,8,13,3,5,3.25,3.6,2.15,3.47,3.55,2.11
I1,2022-03-13,Atalanta,Genoa,0,0,D,11,13,4,3,1.33,5.25,9.0,1.34,5.09,9.81
I1,2022-03-13,Udinese,Roma,1,1,D,11,10,6,4,3.1,3.5,2.25,3.27,3.37,2.26
I1,2022-03-13,Torino,Inter,1,1,D,13,15,3,4,5.5,3.6,1.66,5.32,3.87,1.68
I1,2022-03-14,Lazio,Venezia,1,0,H,10,7,8,4,1.33,5.5,8.5,1.34,5.34,8.95
I1,2022-03-18,Sassuolo,Spezia,4,1,H,16,5,6,2,1.66,4.2,4.75,1.66,4.23,4.97
I1,2022-03-18,Genoa,Torino,1,0,H,7,9,2,3,3.2,3.1,2.4,3.24,3.16,2.41
I1,2022-03-19,Napoli,Udinese,2,1,H,20,10,7,4,1.44,4.5,7.0,1.47,4.49,7.1
I1,2022-03-19,Inter,Fiorentina,1,1,D,13,17,5,3,1.5,4.5,6.5,1.5,4.59,6.3
I1,2022-03-19,Cagliari,Milan,0,1,A,13,21,6,5,5.25,4.0,1.6,5.52,4.01,1.63
I1,2022-03-20,Venezia,Sampdoria,0,2,A,13,8,3,4,2.62,3.3,2.7,2.69,3.33,2.68
I1,2022-03-20,Empoli,Verona,1,1,D,7,14,3,7,2.62,3.5,2.55,2.69,3.42,2.63
I1,2022-03-20,Juventus,Salernitana,2,0,H,12,12,5,5,1.2,7.0,13.0,1.21,6.7,14.72
I1,2022-03-20,Roma,Lazio,3,0,H,11,9,6,3,2.55,3.4,2.75,2.58,3.4,2.77
I1,2022-03-20,Bologna,Atalanta,0,1,A,12,15,6,3,4.5,3.6,1.8,4.34,3.73,1.83
I1,2022-04-02,Spezia,Venezia,1,0,H,11,13,5,2,2.1,3.4,3.5,2.13,3.32,3.67
I1,2022-04-02,Lazio,Sassuolo,2,1,H,14,20,4,3,1.72,4.2,4.2,1.75,4.09,4.39
I1,2022-04-02,Salernitana,Torino,0,1,A,14,8,9,2,4.0,3.6,1.9,4.28,3.55,1.9
I1,2022-04-03,Fiorentina,Empoli,1,0,H,24,5,5,0,1.55,4.33,5.5,1.55,4.41,5.82
I1,2022-04-03,Atalanta,Napoli,1,3,A,19,6,9,1,2.4,3.3,3.0,2.41,3.34,3.05
I1,2022-04-03,Udinese,Cagliari,5,1,H,24,6,2,2,1.8,3.5,4.75,1.85,3.51,4.6
I1,2022-04-03,Sampdoria,Roma,0,1,A,8,6,4,4,4.0,3.8,1.85,4.18,3.65,1.89
I1,2022-04-03,Juventus,Inter,0,1,A,23,5,8,1,2.8,3.4,2.5,2.83,3.31,2.58
I1,2022-04-04,Verona,Genoa,1,0,H,7,7,2,5,1.83,3.4,4.75,1.86,3.46,4.6
I1,2022-04-04,Milan,Bologna,0,0,D,33,8,9,2,1.4,4.5,8.5,1.39,4.85,8.57
I1,2022-04-09,Empoli,Spezia,0,0,D,15,11,5,4,2.0,3.5,3.8,2.03,3.52,3.77
I1,2022-04-09,Inter,Verona,2,0,H,18,9,10,2,1.36,5.25,8.0,1.36,5.19,8.52
I1,2022-04-09,Cagliari,Juventus,1,2,A,4,20,1,4,6.0,4.0,1.6,6.0,3.94,1.6
I1,2022-04-10,Genoa,Lazio,1,4,A,15,17,3,6,4.2,3.5,1.9,4.21,3.55,1.92
I1,2022-04-10,Napoli,Fiorentina,2,3,A,15,11,3,2,1.75,3.8,4.5,1.77,3.88,4.58
I1,2022-04-10,Sassuolo,Atalanta,2,1,H,14,15,8,8,3.3,3.75,2.1,3.37,3.75,2.09
I1,2022-04-10,Venezia,Udinese,1,2,A,9,16,7,11,3.5,3.3,2.15,3.48,3.37,2.19
I1,2022-04-10,Roma,Salernitana,2,1,H,17,6,9,2,1.28,5.75,11.0,1.28,5.82,11.15
I1,2022-04-10,Torino,Milan,0,0,D,14,14,6,5,4.2,3.5,1.9,4.19,3.51,1.94
I1,2022-04-11,Bologna,Sampdoria,2,0,H,19,9,6,0,2.1,3.5,3.5,2.18,3.38,3.45
I1,2022-04-15,Spezia,Inter,1,3,A,10,23,6,7,9.5,5.5,1.3,9.88,5.54,1.31
I1,2022-04-15,Milan,Genoa,2,0,H,10,7,3,1,1.33,5.0,11.0,1.32,5.13,10.71
I1,2022-04-16,Cagliari,Sassuolo,1,0,H,16,8,3,3,2.87,3.6,2.37,2.87,3.68,2.36
I1,2022-04-16,Sampdoria,Salernitana,1,2,A,5,7,5,2,1.83,3.75,4.2,1.83,3.74,4.32
I1,2022-04-16,Udinese,Empoli,4,1,H,13,15,4,7,1.8,3.75,4.5,1.82,3.7,4.48
I1,2022-04-16,Fiorentina,Venezia,1,0,H,22,3,5,0,1.36,5.0,8.5,1.36,5.06,8.99
I1,2022-04-16,Juventus,Bologna,1,1,D,23,9,4,5,1.33,5.0,10.0,1.35,5.01,9.81
I1,2022-04-16,Lazio,Torino,1,1,D,10,12,9,7,1.65,3.8,5.5,1.64,3.92,5.54
I1,2022-04-18,Napoli,Roma,1,1,D,9,8,5,5,1.9,3.6,4.0,1.91,3.66,4.02
