League,MatchDate,HomeTeam,AwayTeam,FullTimeHomeGoals,FullTimeAwayGoals,FullTimeResult,HomeShots,AwayShots,HomeCorners,AwayCorners,Bet365HomeOdds,Bet365DrawOdds,Bet365AwayOdds,AvgHomeOdds,AvgDrawOdds,AvgAwayOdds
I1,2021-02-27,Bologna,Lazio,2,0,H,14,19,4,7,3.5,3.6,2.05,3.57,3.61,2.03
I1,2021-02-27,Verona,Juventus,1,1,D,13,15,8,5,6.0,4.2,1.53,6.03,4.18,1.55
I1,2021-02-28,Sampdoria,Atalanta,0,2,A,7,20,5,6,5.0,4.0,1.61,5.02,4.04,1.66
I1,2021-02-28,Crotone,Cagliari,0,2,A,11,9,7,4,3.3,3.6,2.1,3.27,3.61,2.14
I1,2021-02-28,Inter,Genoa,3,0,H,23,3,9,1,1.18,7.0,15.0,1.18,7.01,15.91
I1,2021-02-28,Udinese,Fiorentina,1,0,H,9,8,3,9,2.37,3.25,3.1,2.39,3.15,3.18
I1,2021-02-28,Napoli,Benevento,2,0,H,20,4,8,2,1.4,4.75,7.5,1.41,4.84,7.59
I1,2021-02-28,Roma,Milan,1,2,A,17,20,5,8,2.25,3.5,3.1,2.35,3.43,3.01
I1,2021-03-02,Juventus,Spezia,3,0,H,20,10,5,10,1.25,6.0,12.0,1.26,6.03,11.73
I1,2021-03-03,Sassuolo,Napoli,3,3,D,15,15,6,4,3.6,3.5,2.05,3.56,3.49,2.08
I1,2021-03-03,Atalanta,Crotone,5,1,H,21,4,4,3,1.16,7.5,15.0,1.18,7.46,15.21
I1,2021-03-03,Benevento,Verona,0,3,A,7,11,2,7,3.25,3.3,2.3,3.23,3.22,2.34
I1,2021-03-03,Cagliari,Bologna,1,0,H,8,11,10,4,2.5,3.25,2.87,2.57,3.25,2.84
I1,2021-03-03,Fiorentina,Roma,1,2,A,6,12,2,3,3.6,3.5,2.0,3.74,3.5,2.03
I1,2021-03-03,Genoa,Sampdoria,1,1,D,8,10,2,4,3.0,3.2,2.45,2.99,3.11,2.54
I1,2021-03-03,Milan,Udinese,1,1,D,11,6,7,2,1.8,3.6,4.5,1.85,3.56,4.44
I1,2021-03-04,Parma,Inter,1,2,A,11,12,2,2,11.0,6.0,1.25,10.78,5.84,1.27
I1,2021-03-06,Spezia,Benevento,1,1,D,14,5,3,1,2.1,3.5,3.4,2.13,3.47,3.43
I1,2021-03-06,Udinese,Sassuolo,2,0,H,12,8,5,6,2.4,3.3,2.9,2.49,3.34,2.86
I1,2021-03-06,Juventus,Lazio,3,1,H,8,13,4,4,1.85,3.75,4.0,1.91,3.64,4.0
I1,2021-03-07,Roma,Genoa,1,0,H,18,7,7,1,1.5,4.2,6.5,1.52,4.3,6.32
I1,2021-03-07,Crotone,Torino,4,2,H,19,17,8,8,3.6,3.4,2.05,3.76,3.36,2.07
I1,2021-03-07,Fiorentina,Parma,3,3,D,6,11,3,3,1.9,3.5,4.1,1.93,3.5,4.11
I1,2021-03-07,Verona,Milan,0,2,A,8,12,8,1,3.6,3.3,2.1,3.55,3.3,2.15
I1,2021-03-07,Sampdoria,Cagliari,2,2,D,11,10,3,5,2.35,3.4,3.0,2.41,3.3,3.0
I1,2021-03-07,Napoli,Bologna,3,1,H,15,17,6,3,1.53,4.2,6.0,1.55,4.32,5.85
I1,2021-03-08,Inter,Atalanta,1,0,H,5,10,7,7,2.05,3.6,3.4,2.03,3.66,3.54
I1,2021-03-12,Lazio,Crotone,3,2,H,23,6,5,1,1.25,6.5,10.0,1.26,6.15,11.32
I1,2021-03-12,Atalanta,Spezia,3,1,H,14,6,3,5,1.28,5.75,9.5,1.29,5.78,10.29
I1,2021-03-13,Sassuolo,Verona,3,2,H,14,12,6,5,2.37,3.25,3.1,2.39,3.19,3.15
I1,2021-03-13,Benevento,Fiorentina,1,4,A,16,11,8,3,3.4,3.25,2.2,3.44,3.15,2.26
I1,2021-03-13,Genoa,Udinese,1,1,D,10,9,6,3,3.2,3.0,2.45,3.29,2.96,2.46
I1,2021-03-14,Bologna,Sampdoria,3,1,H,10,20,2,6,2.25,3.4,3.2,2.29,3.27,3.26
I1,2021-03-14,Parma,Roma,2,0,H,5,20,0,12,5.5,3.75,1.65,5.2,3.96,1.65
I1,2021-03-14,Torino,Inter,1,2,A,6,13,1,8,8.0,5.0,1.36,8.18,4.84,1.39
I1,2021-03-14,Cagliari,Juventus,1,3,A,15,9,8,5,6.0,4.0,1.55,5.98,4.22,1.55
I1,2021-03-14,Milan,Napoli,0,1,A,12,14,5,4,2.55,3.3,2.8,2.62,3.23,2.8
I1,2021-03-17,Torino,Sassuolo,3,2,H,23,12,6,3,2.45,3.4,2.8,2.5,3.38,2.84
I1,2021-03-19,Parma,Genoa,1,2,A,12,7,1,3,2.55,3.1,2.9,2.57,3.08,3.03
I1,2021-03-20,Crotone,Bologna,2,3,A,15,19,10,3,3.5,3.6,2.05,3.48,3.57,2.08
I1,2021-03-20,Spezia,Cagliari,2,1,H,12,11,4,4,2.7,3.1,2.8,2.69,3.12,2.79
I1,2021-03-21,Verona,Atalanta,0,2,A,3,14,4,7,5.0,4.0,1.65,4.91,3.95,1.69
I1,2021-03-21,Juventus,Benevento,0,1,A,23,7,9,1,1.18,7.0,15.0,1.18,7.3,15.04
I1,2021-03-21,Sampdoria,Torino,1,0,H,7,9,1,7,2.37,3.3,3.0,2.48,3.23,2.96
I1,2021-03-21,Udinese,Lazio,0,1,A,14,16,6,11,3.6,3.25,2.15,3.6,3.29,2.14
I1,2021-03-21,Fiorentina,Milan,2,3,A,9,14,8,8,3.6,3.4,2.1,3.44,3.36,2.17
I1,2021-03-21,Roma,Napoli,0,2,A,7,10,6,4,2.6,3.5,2.62,2.62,3.5,2.62
I1,2021-04-03,Milan,Sampdoria,1,1,D,14,5,5,5,1.5,4.33,6.5,1.52,4.27,6.43
I1,2021-04-03,Atalanta,Udinese,3,2,H,22,8,4,1,1.4,4.5,8.0,1.44,4.46,7.57
I1,2021-04-03,Benevento,Parma,2,2,D,4,15,3,3,2.62,3.3,2.7,2.67,3.3,2.69
I1,2021-04-03,Cagliari,Verona,0,2,A,15,9,6,5,2.5,3.3,2.8,2.58,3.23,2.84
I1,2021-04-03,Genoa,Fiorentina,1,1,D,8,11,4,2,3.3,3.0,2.37,3.25,2.98,2.46
I1,2021-04-03,Lazio,Spezia,2,1,H,11,7,3,4,1.4,4.75,7.0,1.45,4.58,7.08
I1,2021-04-03,Napoli,Crotone,4,3,H,28,8,4,6,1.22,6.0,14.0,1.22,6.52,13.06
I1,2021-04-03,Sassuolo,Roma,2,2,D,12,12,3,4,4.5,4.5,1.61,4.63,4.29,1.66
I1,2021-04-03,Torino,Juventus,2,2,D,10,18,5,6,6.0,4.5,1.5,6.21,4.38,1.52
I1,2021-04-03,Bologna,Inter,0,1,A,12,12,4,4,7.5,4.5,1.44,7.11,4.64,1.45
I1,2021-04-07,Inter,Sassuolo,2,1,H,8,14,1,8,1.33,5.25,9.0,1.34,5.31,8.65
I1,2021-04-07,Juventus,Napoli,2,1,H,12,15,2,6,1.95,3.6,3.8,1.98,3.58,3.8
I1,2021-04-10,Spezia,Crotone,3,2,H,9,9,3,4,1.75,4.2,4.0,1.82,4.03,4.02
I1,2021-04-10,Parma,Milan,1,3,A,15,11,7,3,5.25,3.75,1.66,5.08,3.83,1.7
I1,2021-04-10,Udinese,Torino,0,1,A,12,9,5,4,2.4,3.3,3.0,2.38,3.23,3.16
I1,2021-04-11,Inter,Cagliari,1,0,H,15,8,5,0,1.25,6.0,12.0,1.26,5.97,11.4
I1,2021-04-11,Juventus,Genoa,3,1,H,23,11,8,6,1.25,6.0,11.0,1.26,5.92,11.78
I1,2021-04-11,Sampdoria,Napoli,0,2,A,11,20,8,7,4.75,3.75,1.72,4.65,3.92,1.73
I1,2021-04-11,Verona,Lazio,0,1,A,4,14,5,4,3.6,3.5,2.05,3.59,3.36,2.13
I1,2021-04-11,Roma,Bologna,1,0,H,14,11,4,6,1.72,4.0,4.33,1.74,4.05,4.44
I1,2021-04-11,Fiorentina,Atalanta,2,3,A,8,14,0,6,5.0,4.5,1.57,5.28,4.29,1.6
I1,2021-04-12,Benevento,Sassuolo,0,1,A,9,14,3,8,3.5,3.6,2.05,3.44,3.58,2.09
I1,2021-04-17,Crotone,Udinese,1,2,A,7,14,5,7,4.0,3.7,1.85,4.13,3.62,1.89
I1,2021-04-17,Sampdoria,Verona,3,1,H,12,18,5,7,2.6,3.3,2.75,2.6,3.27,2.8
I1,2021-04-17,Sassuolo,Fiorentina,3,1,H,11,7,3,4,2.55,3.2,2.87,2.51,3.21,2.95
I1,2021-04-17,Cagliari,Parma,4,3,H,23,11,0,4,2.2,3.6,3.1,2.22,3.44,3.26
I1,2021-04-18,Milan,Genoa,2,1,H,18,11,5,4,1.45,4.75,6.5,1.48,4.51,6.66
I1,2021-04-18,Atalanta,Juventus,1,0,H,12,12,3,8,2.4,3.6,2.8,2.47,3.58,2.76
I1,2021-04-18,Bologna,Spezia,4,1,H,10,9,4,8,2.0,3.6,3.6,2.0,3.7,3.58
I1,2021-04-18,Lazio,Benevento,5,3,H,12,16,5,4,1.36,5.0,8.0,1.4,4.76,8.01
I1,2021-04-18,Torino,Roma,3,1,H,23,9,11,3,3.3,3.6,2.1,3.34,3.59,2.12
I1,2021-04-18,Napoli,Inter,1,1,D,12,10,3,3,3.0,3.5,2.3,3.05,3.48,2.31
I1,2021-04-20,Verona,Fiorentina,1,2,A,11,7,5,3,2.55,3.25,2.8,2.6,3.21,2.86
I1,2021-04-21,Milan,Sassuolo,1,2,A,18,15,3,7,1.53,4.33,5.75,1.56,4.32,5.71
I1,2021-04-21,Bologna,Torino,1,1,D,9,18,3,7,2.4,3.4,2.87,2.55,3.32,2.83
I1,2021-04-21,Crotone,Sampdoria,0,1,A,7,11,2,6,3.6,3.75,1.95,3.66,3.7,1.99
I1,2021-04-21,Genoa,Benevento,2,2,D,10,8,3,0,2.2,3.1,3.6,2.21,3.2,3.55
I1,2021-04-21,Juventus,Parma,3,1,H,14,10,6,6,1.25,6.0,11.0,1.26,6.09,11.29
I1,2021-04-21,Spezia,Inter,1,1,D,1,15,0,8,8.0,5.0,1.36,7.79,5.0,1.39
I1,2021-04-21,Udinese,Cagliari,0,1,A,14,13,2,5,2.45,3.3,2.9,2.48,3.25,2.97
I1,2021-04-22,Roma,Atalanta,1,1,D,14,22,4,8,3.6,3.8,1.95,3.6,3.88,1.95
I1,2021-04-22,Napoli,Lazio,5,2,H,10,14,2,3,2.0,3.6,3.6,2.02,3.66,3.6
I1,2021-04-24,Genoa,Spezia,2,0,H,11,7,0,3,2.45,2.9,3.25,2.48,3.0,3.22
I1,2021-04-24,Parma,Crotone,3,4,A,15,13,7,5,1.7,4.0,4.6,1.75,3.9,4.56
I1,2021-04-24,Sassuolo,Sampdoria,1,0,H,14,9,8,3,1.95,3.75,3.6,2.03,3.65,3.57
I1,2021-04-25,Benevento,Udinese,2,4,A,22,10,11,2,3.1,3.4,2.3,3.14,3.29,2.35
I1,2021-04-25,Fiorentina,Juventus,1,1,D,11,7,7,2,5.75,4.0,1.55,5.88,4.17,1.57
I1,2021-04-25,Inter,Verona,1,0,H,10,12,3,8,1.28,5.25,11.0,1.32,5.2,10.36
I1,2021-04-25,Cagliari,Roma,3,2,H,10,12,4,10,2.45,3.8,2.55,2.51,3.7,2.63
I1,2021-04-25,Atalanta,Bologna,5,0,H,26,9,8,3,1.3,5.5,8.5,1.33,5.5,8.75
I1,2021-04-26,Torino,Napoli,0,2,A,15,25,8,11,4.75,3.75,1.72,4.4,3.96,1.76
I1,2021-04-26,Lazio,Milan,3,0,H,14,15,1,9,2.15,3.8,3.0,2.2,3.77,3.04
I1,2021-05-01,Verona,Spezia,1,1,D,7,12,5,5,2.05,3.6,3.4,2.09,3.54,3.48
I1,2021-05-01,Crotone,Inter,0,2,A,6,23,4,11,11.0,6.5,1.22,11.84,6.7,1.23
I1,2021-05-01,Milan,Benevento,2,0,H,20,14,6,7,1.33,5.25,9.0,1.35,5.19,8.74
I1,2021-05-02,Lazio,Genoa,4,3,H,18,10,7,4,1.36,5.0,8.5,1.39,4.94,7.94
I1,2021-05-02,Bologna,Fiorentina,3,3,D,11,9,3,5,3.0,3.4,2.3,2.94,3.28,2.49
I1,2021-05-02,Napoli,Cagliari,1,1,D,18,12,3,1,1.36,5.0,8.5,1.4,4.9,7.74
I1,2021-05-02,Sassuolo,Atalanta,1,1,D,12,10,4,4,6.0,5.0,1.45,6.03,4.81,1.49
I1,2021-05-02,Udinese,Juventus,1,2,A,7,13,2,6,6.5,4.75,1.45,6.59,4.55,1.48
I1,2021-05-02,Sampdoria,Roma,2,0,H,12,10,8,8,2.87,3.5,2.37,2.83,3.63,2.4
I1,2021-05-03,Torino,Parma,1,0,H,13,8,5,2,1.57,4.33,5.25,1.59,4.32,5.4
I1,2021-05-08,Spezia,Napoli,1,4,A,6,13,1,2,6.0,4.5,1.5,6.06,4.59,1.51
I1,2021-05-08,Udinese,Bologna,1,1,D,9,16,5,10,2.37,3.2,3.1,2.41,3.18,3.16
I1,2021-05-08,Inter,Sampdoria,5,1,H,12,13,2,8,1.44,4.75,6.5,1.46,4.69,6.76
I1,2021-05-08,Fiorentina,Lazio,2,0,H,9,8,5,7,4.0,3.9,1.83,4.01,3.87,1.86
I1,2021-05-09,Genoa,Sassuolo,1,2,A,13,13,8,2,3.4,3.5,2.1,3.38,3.48,2.16
I1,2021-05-09,Benevento,Cagliari,1,3,A,7,7,4,5,3.2,3.5,2.2,3.13,3.42,2.3
I1,2021-05-09,Parma,Atalanta,2,5,A,5,18,1,3,13.0,7.0,1.2,13.1,7.28,1.2
I1,2021-05-09,Verona,Torino,1,1,D,19,6,9,3,3.0,3.3,2.35,3.02,3.42,2.36
I1,2021-05-09,Roma,Crotone,5,0,H,20,7,8,4,1.36,5.25,7.5,1.39,5.29,7.19
I1,2021-05-09,Juventus,Milan,0,3,A,16,11,8,2,1.72,3.9,4.5,1.76,3.88,4.52
I1,2021-05-11,Napoli,Udinese,5,1,H,21,5,8,3,1.28,5.25,11.0,1.3,5.56,10.64
I1,2021-05-12,Cagliari,Fiorentina,0,0,D,7,2,3,1,2.45,3.1,3.1,2.53,3.03,3.1
I1,2021-05-12,Atalanta,Benevento,2,0,H,14,3,7,5,1.14,8.0,15.0,1.18,7.78,14.91
I1,2021-05-12,Bologna,Genoa,0,2,A,17,12,12,4,2.4,3.25,3.0,2.39,3.35,3.04
I1,2021-05-12,Inter,Roma,3,1,H,13,17,5,8,1.65,4.0,4.75,1.68,4.08,4.82
I1,2021-05-12,Lazio,Parma,1,0,H,14,11,7,2,1.2,6.5,13.0,1.21,6.92,12.91
I1,2021-05-12,Sampdoria,Spezia,2,2,D,14,12,5,5,2.45,3.6,2.62,2.56,3.58,2.65
I1,2021-05-12,Sassuolo,Juventus,1,3,A,17,14,3,5,4.75,4.2,1.65,4.82,4.23,1.66
I1,2021-05-12,Torino,Milan,0,7,A,14,14,2,3,3.8,3.8,1.85,3.88,3.96,1.87
I1,2021-05-13,Crotone,Verona,2,1,H,9,11,0,9,3.6,3.75,1.9,3.77,3.9,1.91
I1,2021-05-15,Genoa,Atalanta,3,4,A,10,14,2,4,13.0,6.75,1.2,12.35,6.59,1.23
I1,2021-05-15,Spezia,Torino,4,1,H,14,6,3,6,3.3,2.9,2.45,3.24,3.0,2.46
I1,2021-05-15,Juventus,Inter,3,2,H,13,7,4,3,2.2,3.6,3.1,2.19,3.64,3.17
I1,2021-05-15,Roma,Lazio,2,0,H,13,10,4,4,3.0,3.6,2.25,3.07,3.57,2.28
I1,2021-05-16,Fiorentina,Napoli,0,2,A,7,18,3,6,5.75,4.5,1.5,5.72,4.68,1.52
I1,2021-05-16,Benevento,Crotone,1,1,D,19,6,8,4,1.45,4.75,6.0,1.5,4.67,6.03
I1,2021-05-16,Udinese,Sampdoria,0,1,A,9,15,6,3,2.4,3.4,2.9,2.47,3.46,2.84
I1,2021-05-16,Parma,Sassuolo,1,3,A,16,15,2,12,5.25,4.75,1.53,5.52,4.43,1.56
I1,2021-05-16,Milan,Cagliari,0,0,D,20,6,9,7,1.4,4.75,7.5,1.42,4.79,7.46
I1,2021-05-17,Verona,Bologna,2,2,D,11,13,4,4,2.45,3.3,2.9,2.49,3.21,3.0
I1,2021-05-18,Lazio,Torino,0,0,D,21,6,4,0,2.05,3.25,3.8,2.11,3.25,3.77
I1,2021-05-22,Cagliari,Genoa,0,1,A,16,11,8,4,2.0,3.6,3.6,2.09,3.51,3.54
I1,2021-05-22,Crotone,Fiorentina,0,0,D,12,11,6,5,3.5,4.33,1.85,3.65,4.03,1.91
I1,2021-05-22,Sampdoria,Parma,3,0,H,12,11,2,4,1.75,4.2,4.0,1.78,4.27,4.01
I1,2021-05-23,Inter,Udinese,5,1,H,14,8,3,2,1.36,5.5,7.5,1.39,5.37,7.12
I1,2021-05-23,Atalanta,Milan,0,2,A,11,7,3,0,2.37,4.2,2.5,2.45,4.07,2.55
I1,2021-05-23,Bologna,Juventus,1,4,A,18,19,3,0,10.5,7.0,1.22,11.64,6.62,1.24
I1,2021-05-23,Napoli,Verona,1,1,D,16,7,5,3,1.18,7.5,13.0,1.2,7.24,13.39
I1,2021-05-23,Sassuolo,Lazio,2,0,H,10,9,3,3,1.9,4.33,3.25,1.93,4.34,3.38
I1,2021-05-23,Spezia,Roma,2,2,D,18,14,5,2,5.0,4.6,1.57,5.08,4.65,1.58
I1,2021-05-23,Torino,Benevento,1,1,D,12,9,8,3,1.75,4.33,3.9,1.8,4.24,3.91
I1,2021-08-21,Inter,Genoa,4,0,H,17,11,8,2,1.33,5.25,9.0,1.35,5.16,8.94
I1,2021-08-21,Verona,Sassuolo,2,3,A,12,15,7,4,2.62,3.3,2.62,2.61,3.43,2.69
I1,2021-08-21,Empoli,Lazio,1,3,A,16,8,5,3,4.6,4.0,1.7,4.71,3.9,1.73
I1,2021-08-21,Torino,Atalanta,1,2,A,19,6,5,1,5.5,4.33,1.55,5.43,4.23,1.6
I1,2021-08-22,Bologna,Salernitana,3,2,H,18,8,9,4,1.65,4.0,5.0,1.65,4.04,5.15
I1,2021-08-22,Udinese,Juventus,2,2,D,11,11,3,3,7.5,4.33,1.45,7.21,4.35,1.47
I1,2021-08-22,Napoli,Venezia,2,0,H,13,8,2,2,1.22,6.5,12.0,1.24,6.38,11.79
I1,2021-08-22,Roma,Fiorentina,3,1,H,11,11,4,4,1.72,3.8,4.75,1.77,3.85,4.5
I1,2021-08-23,Cagliari,Spezia,2,2,D,16,13,11,4,1.95,3.4,4.0,1.98,3.61,3.78
I1,2021-08-23,Sampdoria,Milan,0,1,A,11,10,8,3,4.0,3.6,1.9,4.02,3.5,1.96
I1,2021-08-27,Udinese,Venezia,3,0,H,18,8,7,2,1.7,3.75,5.0,1.77,3.67,4.95
I1,2021-08-27,Verona,Inter,1,3,A,4,15,6,4,5.5,4.33,1.55,5.58,4.17,1.61
I1,2021-08-28,Atalanta,Bologna,0,0,D,21,3,5,5,1.33,5.5,8.0,1.33,5.59,8.73
I1,2021-08-28,Lazio,Spezia,6,1,H,18,5,4,2,1.33,4.75,9.5,1.36,5.23,8.74
I1,2021-08-28,Fiorentina,Torino,2,1,H,10,4,3,3,2.2,3.4,3.25,2.21,3.45,3.31
I1,2021-08-28,Juventus,Empoli,0,1,A,20,9,8,9,1.22,6.5,12.0,1.26,6.25,11.51
I1,2021-08-29,Genoa,Napoli,1,2,A,7,12,4,5,6.0,4.5,1.5,6.06,4.31,1.55
I1,2021-08-29,Sassuolo,Sampdoria,0,0,D,19,13,8,6,2.0,3.6,3.6,2.02,3.68,3.61
I1,2021-08-29,Milan,Cagliari,4,1,H,17,6,8,3,1.44,4.5,7.0,1.44,4.74,7.29
I1,2021-08-29,Salernitana,Roma,0,4,A,4,21,1,10,5.5,4.33,1.55,5.55,4.24,1.6
I1,2021-09-11,Empoli,Venezia,1,2,A,17,10,8,2,1.8,3.8,4.2,1.83,3.83,4.23
I1,2021-09-11,Napoli,Juventus,2,1,H,24,7,13,1,2.4,3.6,2.8,2.43,3.47,2.89
I1,2021-09-11,Atalanta,Fiorentina,1,2,A,10,7,10,3,1.55,4.33,5.5,1.58,4.21,5.69
I1,2021-09-12,Sampdoria,Inter,2,2,D,12,8,4,4,5.0,4.0,1.61,5.04,4.07,1.66
I1,2021-09-12,Cagliari,Genoa,2,3,A,8,9,2,6,2.0,3.5,3.75,2.11,3.43,3.59
I1,2021-09-12,Spezia,Udinese,0,1,A,20,8,4,5,3.2,3.4,2.3,3.12,3.45,2.31
I1,2021-09-12,Torino,Salernitana,4,0,H,15,7,7,4,1.57,4.2,5.75,1.6,4.08,5.79
I1,2021-09-12,Milan,Lazio,2,0,H,17,7,5,1,2.2,3.6,3.1,2.21,3.55,3.22
I1,2021-09-12,Roma,Sassuolo,2,1,H,19,13,4,6,1.57,4.75,5.0,1.59,4.71,5.01
I1,2021-09-13,Bologna,Verona,1,0,H,13,5,6,2,2.1,3.7,3.2,2.14,3.68,3.26
I1,2021-09-17,Sassuolo,Torino,0,1,A,9,18,6,3,1.72,4.0,4.33,1.8,3.95,4.29
I1,2021-09-18,Genoa,Fiorentina,1,2,A,9,16,1,11,3.3,3.3,2.25,3.4,3.34,2.23
I1,2021-09-18,Inter,Bologna,6,1,H,19,7,5,1,1.36,5.0,8.5,1.39,5.05,8.04
I1,2021-09-18,Salernitana,Atalanta,0,1,A,11,10,6,4,10.0,5.5,1.3,10.01,5.56,1.31
I1,2021-09-19,Empoli,Sampdoria,0,3,A,15,14,8,8,2.55,3.6,2.6,2.59,3.59,2.63
I1,2021-09-19,Venezia,Spezia,1,2,A,14,12,3,10,2.45,3.4,2.9,2.45,3.47,2.87
I1,2021-09-19,Lazio,Cagliari,2,2,D,28,10,10,1,1.44,4.75,7.0,1.45,4.72,6.9
I1,2021-09-19,Verona,Roma,3,2,H,10,15,3,8,4.0,3.8,1.83,4.03,3.85,1.87
I1,2021-09-19,Juventus,Milan,1,1,D,9,13,4,4,2.1,3.4,3.5,2.13,3.55,3.43
I1,2021-09-20,Udinese,Napoli,0,4,A,9,18,2,5,4.5,3.6,1.83,4.39,3.59,1.86
I1,2021-09-21,Bologna,Genoa,2,2,D,17,11,7,2,1.95,3.5,3.75,2.02,3.44,3.9
I1,2021-09-21,Atalanta,Sassuolo,2,1,H,14,8,5,5,1.5,4.75,6.0,1.53,4.5,6.0
I1,2021-09-21,Fiorentina,Inter,1,3,A,14,17,4,8,3.75,3.6,1.9,3.73,3.65,2.0
I1,2021-09-22,Salernitana,Verona,2,2,D,15,10,4,5,3.5,3.4,2.05,3.63,3.42,2.09
I1,2021-09-22,Spezia,Juventus,2,3,A,10,26,5,15,8.0,5.5,1.33,8.62,5.21,1.36
I1,2021-09-22,Cagliari,Empoli,0,2,A,16,17,7,4,2.0,3.75,3.4,2.03,3.68,3.56
I1,2021-09-22,Milan,Venezia,2,0,H,15,8,4,4,1.25,6.0,12.0,1.25,6.21,12.07
I1,2021-09-23,Sampdoria,Napoli,0,4,A,13,17,5,5,4.2,3.6,1.83,4.28,3.78,1.83
I1,2021-09-23,Torino,Lazio,1,1,D,16,6,6,5,3.25,3.5,2.15,3.34,3.44,2.2
I1,2021-09-23,Roma,Udinese,1,0,H,12,8,6,6,1.55,4.2,5.5,1.54,4.36,6.05
I1,2021-09-25,Spezia,Milan,1,2,A,8,18,2,4,7.0,4.5,1.45,6.7,4.54,1.48
I1,2021-09-25,Inter,Atalanta,2,2,D,19,23,4,11,1.9,3.75,3.8,1.99,3.69,3.71
I1,2021-09-25,Genoa,Verona,3,3,D,10,12,3,2,2.75,3.25,2.62,2.78,3.18,2.7
I1,2021-09-26,Juventus,Sampdoria,3,2,H,16,5,4,2,1.3,5.75,9.0,1.35,5.26,8.91
I1,2021-09-26,Empoli,Bologna,4,2,H,15,20,2,10,2.6,3.75,2.5,2.63,3.64,2.57
I1,2021-09-26,Sassuolo,Salernitana,1,0,H,17,12,4,8,1.4,5.0,7.5,1.43,4.79,7.45
I1,2021-09-26,Udinese,Fiorentina,0,1,A,12,8,4,1,3.1,3.4,2.3,3.07,3.43,2.34
I1,2021-09-26,Lazio,Roma,3,2,H,9,20,1,9,2.62,3.5,2.6,2.67,3.47,2.63
I1,2021-09-26,Napoli,Cagliari,2,0,H,18,6,6,4,1.25,6.0,11.0,1.26,6.1,11.56
I1,2021-09-27,Venezia,Torino,1,1,D,8,8,4,1,3.6,3.5,2.05,3.54,3.48,2.11
I1,2021-10-01,Cagliari,Venezia,1,1,D,9,10,2,4,1.85,3.5,4.33,1.88,3.54,4.39
I1,2021-10-02,Salernitana,Genoa,1,0,H,10,19,10,8,2.87,3.3,2.45,2.96,3.24,2.51
I1,2021-10-02,Torino,Juventus,0,1,A,12,10,4,6,4.5,3.5,1.8,4.46,3.53,1.86
I1,2021-10-02,Sassuolo,Inter,1,2,A,12,18,6,8,4.33,4.2,1.7,4.47,4.24,1.71
I1,2021-10-03,Bologna,Lazio,3,0,H,10,8,3,3,3.1,3.6,2.2,3.21,3.58,2.21
I1,2021-10-03,Sampdoria,Udinese,3,3,D,13,18,6,8,2.1,3.5,3.5,2.18,3.36,3.49
I1,2021-10-03,Verona,Spezia,4,0,H,6,12,1,5,1.65,4.0,5.25,1.67,4.14,4.89
I1,2021-10-03,Fiorentina,Napoli,1,2,A,10,12,8,2,3.9,3.5,1.95,3.92,3.52,1.98
I1,2021-10-03,Roma,Empoli,2,0,H,18,11,5,5,1.4,5.0,7.0,1.42,5.15,6.73
I1,2021-10-03,Atalanta,Milan,2,3,A,17,13,9,5,2.05,3.75,3.4,2.13,3.64,3.34
I1,2021-10-16,Spezia,Salernitana,2,1,H,18,15,10,2,2.1,3.4,3.5,2.19,3.33,3.44
I1,2021-10-16,Lazio,Inter,3,1,H,19,12,7,3,3.3,3.5,2.15,3.33,3.41,2.2
I1,2021-10-16,Milan,Verona,3,2,H,17,10,5,4,1.55,4.2,5.75,1.54,4.27,6.14
I1,2021-10-17,Cagliari,Sampdoria,3,1,H,12,17,5,9,2.55,3.4,2.75,2.6,3.38,2.74
I1,2021-10-17,Empoli,Atalanta,1,4,A,13,22,5,4,5.75,4.33,1.55,5.31,4.24,1.61
I1,2021-10-17,Genoa,Sassuolo,2,2,D,19,15,6,1,3.1,3.5,2.25,3.13,3.45,2.29
I1,2021-10-17,Udinese,Bologna,1,1,D,10,23,2,8,2.25,3.4,3.2,2.32,3.36,3.14
I1,2021-10-17,Napoli,Torino,1,0,H,10,11,3,4,1.4,4.5,8.5,1.42,4.68,7.78
I1,2021-10-17,Juventus,Roma,1,0,H,6,14,0,6,1.85,3.8,4.0,1.9,3.67,4.07
I1,2021-10-18,Venezia,Fiorentina,1,0,H,4,10,2,5,4.2,3.75,1.83,4.1,3.64,1.9
I1,2021-10-22,Torino,Genoa,3,2,H,17,14,2,4,1.7,3.7,5.0,1.73,3.76,4.99
I1,2021-10-22,Sampdoria,Spezia,2,1,H,6,17,0,8,1.8,3.8,4.2,1.84,3.89,4.14
I1,2021-10-23,Salernitana,Empoli,2,4,A,12,11,7,1,2.7,3.4,2.62,2.72,3.37,2.62
I1,2021-10-23,Sassuolo,Venezia,3,1,H,14,8,5,4,1.57,4.2,5.5,1.59,4.24,5.47
I1,2021-10-23,Bologna,Milan,2,4,A,9,15,4,1,3.35,3.6,2.1,3.34,3.5,2.16
I1,2021-10-24,Atalanta,Udinese,1,1,D,8,9,6,3,1.4,5.0,7.5,1.4,4.99,7.57
I1,2021-10-24,Fiorentina,Cagliari,3,0,H,21,3,4,1,1.65,4.0,5.25,1.68,3.99,4.93
